anio,municipio_id,unidades_de_servicio_nivel_inicial*,unidades_de_servicio_nivel_primario,unidades_de_servicio_nivel_secundario**,sector_de_gestión_estatal***,sector_de_gestión_privada****,matricula_sexo_femenino*****,matricula_sexo_masculino******,matricula_nivel_inicial,matricula_nivel_primario*******,matricula_nivel_secundario********
2015.0,6119.0,20.0,22.0,12.0,69.0,9.0,6124.0,5548.0,1760.0,3800.0,2270.0
2016.0,6119.0,20.0,22.0,12.0,69.0,9.0,6155.0,5646.0,1753.0,3855.0,2350.0
2017.0,6119.0,20.0,22.0,12.0,66.0,9.0,6315.0,5777.0,1723.0,3889.0,2407.0
2018.0,6119.0,20.0,22.0,13.0,66.0,10.0,6548.0,5900.0,1792.0,3952.0,2552.0
2019.0,6119.0,20.0,22.0,13.0,68.0,10.0,7006.0,6300.0,1835.0,3979.0,2725.0
2020.0,6119.0,20.0,22.0,14.0,66.0,10.0,6980.0,6133.0,1826.0,4078.0,2834.0
2021.0,6119.0,20.0,22.0,14.0,68.0,10.0,7171.0,6118.0,1698.0,4102.0,3042.0
2022.0,6119.0,20.0,22.0,14.0,68.0,10.0,7188.0,6250.0,1648.0,4092.0,3105.0
2023.0,6119.0,20.0,22.0,14.0,68.0,10.0,7187.0,6068.0,1537.0,3925.0,3088.0
2011.0,6126.0,39.0,39.0,37.0,127.0,36.0,17459.0,17068.0,5305.0,11461.0,8117.0
2012.0,6126.0,38.0,40.0,39.0,129.0,39.0,17404.0,17438.0,5331.0,11655.0,8525.0
2013.0,6126.0,39.0,40.0,36.0,126.0,42.0,17438.0,16977.0,5389.0,11668.0,8620.0
2014.0,6126.0,39.0,40.0,36.0,125.0,42.0,17866.0,17425.0,5491.0,11572.0,8897.0
2015.0,6126.0,43.0,42.0,37.0,127.0,49.0,18060.0,17988.0,5739.0,11733.0,9131.0
2016.0,6126.0,42.0,42.0,37.0,130.0,48.0,18392.0,18550.0,5752.0,11780.0,9348.0
2017.0,6126.0,43.0,42.0,37.0,126.0,49.0,18331.0,18367.0,5775.0,11874.0,9343.0
2018.0,6126.0,43.0,42.0,37.0,126.0,49.0,19684.0,19863.0,5833.0,11986.0,9805.0
2019.0,6126.0,43.0,43.0,37.0,128.0,50.0,22333.0,20693.0,5890.0,12069.0,10193.0
2020.0,6126.0,41.0,42.0,37.0,124.0,47.0,20547.0,20312.0,5694.0,12225.0,10345.0
2021.0,6126.0,41.0,42.0,37.0,125.0,47.0,20528.0,19720.0,5244.0,12165.0,10537.0
2022.0,6126.0,40.0,42.0,37.0,127.0,45.0,20444.0,19471.0,5210.0,11996.0,10564.0
2023.0,6126.0,40.0,42.0,36.0,127.0,45.0,21026.0,19896.0,4908.0,11766.0,10463.0
2011.0,6134.0,22.0,37.0,25.0,90.0,19.0,9888.0,9291.0,2752.0,7035.0,4824.0
2012.0,6134.0,23.0,37.0,25.0,91.0,19.0,9986.0,9396.0,2891.0,7010.0,4921.0
2013.0,6134.0,23.0,37.0,25.0,92.0,18.0,9985.0,9857.0,2980.0,7261.0,5179.0
2014.0,6134.0,25.0,37.0,25.0,95.0,18.0,10162.0,9915.0,3027.0,7489.0,5183.0
2015.0,6134.0,28.0,38.0,25.0,95.0,21.0,10570.0,10271.0,3309.0,7762.0,5371.0
2016.0,6134.0,28.0,38.0,26.0,98.0,20.0,11013.0,10540.0,3194.0,8080.0,5759.0
2017.0,6134.0,27.0,38.0,27.0,96.0,20.0,11554.0,10845.0,3246.0,8248.0,6057.0
2018.0,6134.0,27.0,38.0,27.0,93.0,20.0,11331.0,11031.0,3253.0,8527.0,6256.0
2019.0,6134.0,28.0,38.0,27.0,95.0,20.0,11558.0,11215.0,3364.0,8648.0,6386.0
2020.0,6134.0,28.0,38.0,27.0,92.0,20.0,11924.0,11564.0,3354.0,8826.0,6488.0
2021.0,6134.0,28.0,38.0,27.0,95.0,20.0,12021.0,11495.0,3229.0,9034.0,6773.0
2022.0,6134.0,29.0,38.0,27.0,96.0,19.0,12981.0,12094.0,3387.0,9237.0,7074.0
2023.0,6134.0,30.0,38.0,27.0,98.0,19.0,12993.0,12269.0,3384.0,9117.0,7328.0
2011.0,6140.0,10.0,12.0,5.0,35.0,3.0,2614.0,2361.0,790.0,1612.0,1212.0
2012.0,6140.0,10.0,12.0,5.0,36.0,3.0,2775.0,2362.0,775.0,1572.0,1252.0
2013.0,6140.0,10.0,12.0,5.0,36.0,3.0,2557.0,2429.0,771.0,1566.0,1289.0
2014.0,6140.0,10.0,12.0,5.0,36.0,3.0,2651.0,2428.0,783.0,1551.0,1289.0
2015.0,6140.0,10.0,12.0,5.0,36.0,3.0,2670.0,2453.0,779.0,1518.0,1305.0
2016.0,6140.0,11.0,12.0,5.0,38.0,3.0,2703.0,2366.0,840.0,1503.0,1249.0
2017.0,6140.0,11.0,12.0,5.0,38.0,3.0,2614.0,2369.0,834.0,1506.0,1237.0
2018.0,6140.0,11.0,12.0,5.0,38.0,3.0,2881.0,2346.0,848.0,1521.0,1358.0
2019.0,6140.0,11.0,12.0,5.0,37.0,3.0,2857.0,2353.0,895.0,1510.0,1352.0
2020.0,6140.0,11.0,12.0,5.0,37.0,3.0,2952.0,2381.0,877.0,1517.0,1388.0
2021.0,6140.0,11.0,12.0,5.0,35.0,3.0,2819.0,2314.0,814.0,1540.0,1416.0
2022.0,6140.0,11.0,12.0,5.0,36.0,3.0,2793.0,2348.0,797.0,1546.0,1385.0
2023.0,6140.0,11.0,12.0,5.0,37.0,3.0,2782.0,2376.0,731.0,1542.0,1381.0
2011.0,6147.0,19.0,23.0,11.0,75.0,2.0,4640.0,4117.0,1218.0,2388.0,1687.0
2012.0,6147.0,18.0,23.0,11.0,77.0,2.0,4674.0,4007.0,1164.0,2355.0,1753.0
2013.0,6147.0,18.0,23.0,11.0,78.0,2.0,5006.0,4372.0,1154.0,2316.0,1825.0
2014.0,6147.0,17.0,23.0,11.0,77.0,2.0,5193.0,4229.0,1131.0,2322.0,1858.0
2015.0,6147.0,17.0,23.0,11.0,75.0,2.0,4783.0,3984.0,1139.0,2329.0,1860.0
2016.0,6147.0,17.0,23.0,11.0,76.0,2.0,4760.0,4007.0,1137.0,2291.0,1790.0
2017.0,6147.0,17.0,23.0,11.0,72.0,2.0,4744.0,3870.0,1120.0,2196.0,1755.0
2018.0,6147.0,17.0,23.0,11.0,73.0,2.0,4709.0,3914.0,1144.0,2225.0,1830.0
2019.0,6147.0,17.0,23.0,11.0,72.0,2.0,4515.0,3713.0,1232.0,2213.0,1823.0
2020.0,6147.0,17.0,23.0,11.0,70.0,2.0,4411.0,3540.0,1250.0,2178.0,1864.0
2021.0,6147.0,18.0,23.0,11.0,75.0,2.0,4708.0,3847.0,1228.0,2242.0,1908.0
2022.0,6147.0,18.0,23.0,11.0,74.0,2.0,5047.0,3758.0,1209.0,2245.0,1869.0
2023.0,6147.0,19.0,23.0,11.0,74.0,2.0,5036.0,3844.0,1098.0,2260.0,1838.0
2011.0,6154.0,17.0,21.0,7.0,61.0,5.0,3195.0,2896.0,715.0,1244.0,985.0
2012.0,6154.0,17.0,19.0,7.0,59.0,5.0,3341.0,2912.0,717.0,1224.0,1000.0
2013.0,6154.0,17.0,19.0,7.0,61.0,6.0,3218.0,2877.0,758.0,1190.0,923.0
2014.0,6154.0,16.0,19.0,7.0,59.0,5.0,3363.0,2985.0,778.0,1174.0,936.0
2015.0,6154.0,16.0,19.0,7.0,58.0,5.0,3231.0,2993.0,762.0,1125.0,944.0
2016.0,6154.0,16.0,19.0,7.0,57.0,5.0,3284.0,2911.0,728.0,1085.0,942.0
2017.0,6154.0,16.0,19.0,7.0,57.0,5.0,3336.0,2964.0,713.0,1077.0,938.0
2018.0,6154.0,16.0,20.0,7.0,58.0,5.0,3299.0,2969.0,715.0,1102.0,952.0
2019.0,6154.0,16.0,20.0,7.0,58.0,5.0,3319.0,2942.0,729.0,1090.0,971.0
2020.0,6154.0,16.0,20.0,7.0,58.0,5.0,3451.0,2896.0,717.0,1097.0,977.0
2021.0,6154.0,16.0,19.0,7.0,56.0,6.0,3863.0,1997.0,678.0,1108.0,971.0
2022.0,6154.0,16.0,19.0,7.0,56.0,5.0,2990.0,2524.0,627.0,1102.0,941.0
2023.0,6154.0,17.0,19.0,7.0,57.0,5.0,2755.0,2339.0,582.0,1067.0,877.0
2011.0,6161.0,15.0,19.0,6.0,51.0,1.0,2667.0,2616.0,901.0,1638.0,1133.0
2012.0,6161.0,16.0,19.0,6.0,53.0,1.0,2790.0,2680.0,898.0,1662.0,1221.0
2013.0,6161.0,16.0,19.0,6.0,54.0,1.0,2795.0,2848.0,902.0,1641.0,1249.0
2014.0,6161.0,16.0,19.0,6.0,54.0,1.0,2831.0,2901.0,967.0,1661.0,1239.0
2015.0,6161.0,16.0,19.0,6.0,54.0,1.0,2725.0,2846.0,961.0,1611.0,1276.0
2016.0,6161.0,17.0,19.0,6.0,55.0,1.0,2960.0,2852.0,1005.0,1638.0,1248.0
2017.0,6161.0,17.0,19.0,6.0,54.0,1.0,3177.0,2856.0,1024.0,1645.0,1297.0
2018.0,6161.0,17.0,19.0,6.0,54.0,1.0,3065.0,2949.0,1034.0,1637.0,1350.0
2019.0,6161.0,17.0,19.0,6.0,53.0,1.0,3204.0,3017.0,1034.0,1633.0,1373.0
2020.0,6161.0,17.0,19.0,6.0,53.0,1.0,3042.0,3034.0,1017.0,1652.0,1437.0
2021.0,6161.0,17.0,19.0,6.0,53.0,2.0,3055.0,2830.0,1000.0,1650.0,1454.0
2022.0,6161.0,17.0,19.0,7.0,55.0,2.0,3234.0,2988.0,991.0,1637.0,1430.0
2023.0,6161.0,17.0,19.0,7.0,55.0,2.0,3476.0,2953.0,982.0,1650.0,1417.0
2011.0,6168.0,7.0,19.0,2.0,32.0,3.0,1234.0,1181.0,383.0,916.0,670.0
2012.0,6168.0,7.0,19.0,2.0,32.0,3.0,1218.0,1208.0,406.0,865.0,723.0
2013.0,6168.0,7.0,19.0,2.0,33.0,3.0,1226.0,1155.0,391.0,818.0,695.0
2014.0,6168.0,7.0,19.0,2.0,33.0,3.0,1173.0,1147.0,397.0,807.0,716.0
2015.0,6168.0,7.0,19.0,2.0,34.0,3.0,1318.0,1273.0,397.0,810.0,728.0
2016.0,6168.0,7.0,19.0,2.0,34.0,3.0,1314.0,1289.0,436.0,775.0,728.0
2017.0,6168.0,7.0,19.0,3.0,35.0,3.0,1276.0,1292.0,446.0,774.0,747.0
2018.0,6168.0,7.0,15.0,3.0,30.0,3.0,1340.0,1257.0,472.0,741.0,780.0
2019.0,6168.0,7.0,16.0,3.0,30.0,3.0,1334.0,1286.0,495.0,787.0,735.0
2020.0,6168.0,7.0,16.0,3.0,33.0,3.0,1534.0,1364.0,476.0,804.0,739.0
2021.0,6168.0,7.0,16.0,3.0,34.0,3.0,1477.0,1370.0,470.0,813.0,764.0
2022.0,6168.0,7.0,17.0,3.0,35.0,3.0,1496.0,1502.0,459.0,855.0,788.0
2023.0,6168.0,7.0,17.0,3.0,35.0,3.0,1430.0,1414.0,451.0,860.0,769.0
2011.0,6210.0,33.0,38.0,17.0,100.0,12.0,8907.0,7529.0,2539.0,5027.0,3420.0
2012.0,6210.0,34.0,38.0,17.0,102.0,12.0,8627.0,7600.0,2549.0,4971.0,3529.0
2013.0,6210.0,34.0,38.0,17.0,104.0,12.0,8906.0,7797.0,2480.0,4964.0,3595.0
2014.0,6210.0,34.0,38.0,17.0,105.0,12.0,8739.0,7678.0,2530.0,5028.0,3626.0
2015.0,6210.0,34.0,38.0,17.0,106.0,12.0,8998.0,7754.0,2528.0,5033.0,3667.0
2016.0,6210.0,34.0,38.0,17.0,107.0,12.0,9103.0,7545.0,2473.0,4988.0,3720.0
2017.0,6210.0,34.0,38.0,17.0,103.0,12.0,9030.0,7255.0,2399.0,4966.0,3792.0
2018.0,6210.0,34.0,38.0,17.0,102.0,12.0,8423.0,7430.0,2429.0,4848.0,3903.0
2019.0,6210.0,34.0,38.0,17.0,103.0,12.0,9157.0,7455.0,2430.0,4715.0,3910.0
2020.0,6210.0,33.0,36.0,17.0,97.0,11.0,9062.0,7433.0,2344.0,4658.0,4043.0
2021.0,6210.0,32.0,37.0,17.0,98.0,10.0,8247.0,7046.0,2223.0,4646.0,4088.0
2022.0,6210.0,32.0,37.0,17.0,99.0,10.0,8817.0,7269.0,2219.0,4601.0,4001.0
2023.0,6210.0,32.0,37.0,17.0,99.0,10.0,8832.0,7146.0,2090.0,4460.0,3931.0
2011.0,6218.0,24.0,50.0,19.0,119.0,13.0,7879.0,6749.0,2298.0,4634.0,3499.0
2012.0,6218.0,20.0,38.0,14.0,93.0,10.0,6525.0,6023.0,2068.0,4148.0,2939.0
2013.0,6218.0,20.0,38.0,14.0,93.0,10.0,6853.0,6249.0,2107.0,4283.0,2944.0
2014.0,6218.0,22.0,38.0,14.0,96.0,11.0,6722.0,6304.0,2151.0,4310.0,2954.0
2015.0,6218.0,22.0,38.0,14.0,96.0,11.0,6901.0,6393.0,2116.0,4323.0,3125.0
2016.0,6218.0,23.0,38.0,14.0,98.0,11.0,7055.0,6537.0,2181.0,4440.0,3187.0
2017.0,6218.0,23.0,38.0,14.0,95.0,12.0,7299.0,6568.0,2122.0,4492.0,3179.0
2018.0,6218.0,23.0,38.0,14.0,96.0,12.0,7339.0,6483.0,2159.0,4480.0,3297.0
2019.0,6218.0,23.0,38.0,14.0,96.0,12.0,7733.0,6820.0,2141.0,4456.0,3403.0
2020.0,6218.0,23.0,38.0,14.0,96.0,12.0,7824.0,6686.0,2101.0,4452.0,3455.0
2021.0,6218.0,23.0,38.0,14.0,97.0,11.0,7944.0,6881.0,2022.0,4359.0,3597.0
2022.0,6218.0,23.0,38.0,14.0,96.0,11.0,7762.0,6805.0,1961.0,4337.0,3625.0
2023.0,6218.0,23.0,38.0,14.0,95.0,11.0,7316.0,6977.0,1823.0,4269.0,3641.0
2011.0,6224.0,36.0,57.0,18.0,126.0,20.0,10949.0,10110.0,3195.0,6441.0,4751.0
2012.0,6224.0,37.0,56.0,18.0,129.0,19.0,11134.0,10008.0,3229.0,6476.0,4822.0
2013.0,6224.0,36.0,56.0,19.0,131.0,20.0,11318.0,9960.0,3258.0,6510.0,4886.0
2014.0,6224.0,36.0,55.0,17.0,128.0,19.0,11474.0,10236.0,3235.0,6506.0,5041.0
2015.0,6224.0,36.0,54.0,17.0,125.0,19.0,11707.0,10424.0,3274.0,6484.0,5239.0
2016.0,6224.0,36.0,53.0,19.0,125.0,19.0,11881.0,10487.0,3337.0,6471.0,5465.0
2017.0,6224.0,36.0,53.0,20.0,123.0,20.0,11991.0,10523.0,3354.0,6455.0,5599.0
2018.0,6224.0,36.0,54.0,20.0,124.0,20.0,11730.0,10408.0,3401.0,6444.0,5683.0
2019.0,6224.0,35.0,52.0,20.0,124.0,20.0,12502.0,10822.0,3329.0,6402.0,5744.0
2020.0,6224.0,35.0,50.0,20.0,121.0,20.0,11925.0,10534.0,3293.0,6361.0,5799.0
2021.0,6224.0,34.0,51.0,20.0,122.0,20.0,12376.0,10466.0,3150.0,6371.0,5921.0
2022.0,6224.0,34.0,50.0,20.0,121.0,20.0,11914.0,10443.0,3145.0,6237.0,5798.0
2023.0,6224.0,35.0,50.0,20.0,121.0,20.0,11892.0,10249.0,3144.0,6156.0,5743.0
2011.0,6175.0,16.0,16.0,8.0,44.0,12.0,4099.0,3546.0,1242.0,2629.0,2015.0
2012.0,6175.0,16.0,16.0,9.0,47.0,12.0,4047.0,3635.0,1234.0,2618.0,1937.0
2013.0,6175.0,16.0,16.0,9.0,49.0,12.0,4163.0,3718.0,1265.0,2631.0,1987.0
2014.0,6175.0,16.0,16.0,9.0,49.0,12.0,4184.0,3675.0,1291.0,2588.0,1989.0
2015.0,6175.0,15.0,15.0,9.0,47.0,11.0,4243.0,3728.0,1274.0,2590.0,2039.0
2016.0,6175.0,15.0,15.0,9.0,47.0,12.0,4421.0,3833.0,1247.0,2562.0,1998.0
2017.0,6175.0,15.0,15.0,9.0,46.0,11.0,4469.0,3745.0,1306.0,2518.0,2059.0
2018.0,6175.0,15.0,15.0,9.0,44.0,12.0,4361.0,3598.0,1266.0,2476.0,2112.0
2019.0,6175.0,15.0,15.0,9.0,44.0,12.0,4336.0,3698.0,1252.0,2428.0,2078.0
2020.0,6175.0,15.0,15.0,9.0,44.0,11.0,4242.0,3665.0,1224.0,2431.0,2022.0
2021.0,6175.0,15.0,15.0,9.0,42.0,11.0,4129.0,3536.0,1208.0,2416.0,2063.0
2022.0,6175.0,15.0,16.0,10.0,45.0,11.0,3884.0,3692.0,1185.0,2407.0,2077.0
2023.0,6175.0,16.0,16.0,10.0,46.0,13.0,3950.0,3683.0,1138.0,2335.0,2018.0
2011.0,6182.0,25.0,29.0,18.0,94.0,14.0,10583.0,11333.0,2764.0,6640.0,4430.0
2012.0,6182.0,25.0,28.0,18.0,94.0,13.0,10643.0,10948.0,2770.0,6644.0,4495.0
2013.0,6182.0,25.0,28.0,17.0,97.0,13.0,10780.0,11121.0,2839.0,6540.0,4531.0
2014.0,6182.0,24.0,28.0,16.0,95.0,12.0,10817.0,10983.0,2819.0,6509.0,4438.0
2015.0,6182.0,24.0,27.0,15.0,92.0,12.0,10863.0,10684.0,2743.0,6583.0,4464.0
2016.0,6182.0,24.0,27.0,15.0,92.0,13.0,11150.0,10829.0,2848.0,6421.0,4401.0
2017.0,6182.0,24.0,27.0,15.0,92.0,13.0,11171.0,10845.0,2904.0,6314.0,4473.0
2018.0,6182.0,24.0,27.0,15.0,93.0,13.0,11388.0,11213.0,2951.0,6210.0,4548.0
2019.0,6182.0,24.0,27.0,15.0,95.0,13.0,11180.0,11123.0,2876.0,6210.0,4658.0
2020.0,6182.0,24.0,27.0,15.0,89.0,13.0,10840.0,10626.0,2767.0,6265.0,4676.0
2021.0,6182.0,24.0,27.0,15.0,87.0,13.0,10843.0,10076.0,2508.0,6128.0,4721.0
2022.0,6182.0,24.0,27.0,15.0,88.0,13.0,10704.0,9891.0,2431.0,6003.0,4649.0
2023.0,6182.0,24.0,27.0,15.0,92.0,13.0,10323.0,9833.0,2305.0,5766.0,4618.0
2011.0,6189.0,16.0,25.0,7.0,60.0,8.0,2692.0,2303.0,798.0,1439.0,961.0
2012.0,6189.0,16.0,24.0,7.0,62.0,8.0,2718.0,2346.0,788.0,1410.0,918.0
2013.0,6189.0,15.0,24.0,7.0,62.0,8.0,2846.0,2296.0,819.0,1391.0,864.0
2014.0,6189.0,16.0,23.0,6.0,60.0,8.0,2730.0,2320.0,782.0,1383.0,857.0
2015.0,6189.0,16.0,23.0,6.0,59.0,8.0,2642.0,2417.0,749.0,1413.0,825.0
2016.0,6189.0,16.0,23.0,6.0,60.0,8.0,2851.0,2435.0,736.0,1427.0,825.0
2017.0,6189.0,16.0,23.0,6.0,59.0,8.0,3106.0,2405.0,786.0,1397.0,819.0
2018.0,6189.0,16.0,20.0,6.0,55.0,8.0,2989.0,2426.0,821.0,1364.0,828.0
2019.0,6189.0,16.0,20.0,6.0,54.0,8.0,2867.0,2334.0,817.0,1348.0,839.0
2020.0,6189.0,17.0,20.0,6.0,54.0,9.0,2764.0,2367.0,785.0,1378.0,857.0
2021.0,6189.0,17.0,20.0,6.0,54.0,9.0,2661.0,2351.0,749.0,1396.0,900.0
2022.0,6189.0,17.0,20.0,7.0,57.0,9.0,3046.0,2383.0,779.0,1364.0,940.0
2023.0,6189.0,17.0,20.0,7.0,58.0,9.0,3056.0,2522.0,746.0,1348.0,897.0
2011.0,6196.0,20.0,28.0,8.0,68.0,5.0,4146.0,4018.0,1217.0,2151.0,1326.0
2012.0,6196.0,20.0,28.0,8.0,70.0,5.0,4092.0,3915.0,1149.0,2140.0,1213.0
2013.0,6196.0,20.0,28.0,8.0,72.0,5.0,4036.0,3993.0,1119.0,2127.0,1118.0
2014.0,6196.0,20.0,28.0,8.0,72.0,5.0,4154.0,3605.0,1176.0,2178.0,1073.0
2015.0,6196.0,20.0,27.0,8.0,71.0,5.0,3975.0,3706.0,1208.0,2114.0,1049.0
2016.0,6196.0,21.0,27.0,8.0,73.0,5.0,4329.0,3918.0,1272.0,2116.0,992.0
2017.0,6196.0,21.0,26.0,8.0,72.0,5.0,4490.0,3870.0,1288.0,2147.0,988.0
2018.0,6196.0,18.0,24.0,7.0,66.0,5.0,4897.0,4228.0,1309.0,2183.0,1001.0
2019.0,6196.0,18.0,24.0,7.0,62.0,5.0,4669.0,3862.0,1303.0,2209.0,1000.0
2020.0,6196.0,18.0,24.0,8.0,61.0,6.0,4783.0,3941.0,1319.0,2256.0,1082.0
2021.0,6196.0,18.0,24.0,8.0,61.0,6.0,4650.0,3686.0,1261.0,2375.0,1172.0
2022.0,6196.0,19.0,24.0,8.0,63.0,7.0,4589.0,3912.0,1242.0,2390.0,1130.0
2023.0,6196.0,19.0,24.0,8.0,64.0,7.0,4474.0,3644.0,1139.0,2377.0,1096.0
2011.0,6203.0,37.0,41.0,22.0,111.0,17.0,6733.0,5761.0,1900.0,3619.0,2749.0
2012.0,6203.0,37.0,41.0,20.0,112.0,14.0,6791.0,5806.0,1888.0,3635.0,2706.0
2013.0,6203.0,34.0,39.0,19.0,105.0,14.0,6904.0,6056.0,1938.0,3583.0,2853.0
2014.0,6203.0,33.0,39.0,19.0,104.0,14.0,6956.0,5972.0,2005.0,3554.0,2821.0
2015.0,6203.0,34.0,37.0,19.0,103.0,14.0,6928.0,5994.0,2147.0,3552.0,2823.0
2016.0,6203.0,34.0,37.0,19.0,106.0,14.0,7635.0,6641.0,2171.0,3533.0,2784.0
2017.0,6203.0,33.0,34.0,19.0,101.0,14.0,6723.0,5852.0,2250.0,3529.0,2816.0
2018.0,6203.0,33.0,35.0,19.0,100.0,14.0,6713.0,5879.0,2283.0,3514.0,2897.0
2019.0,6203.0,33.0,35.0,19.0,100.0,14.0,7137.0,6105.0,2197.0,3540.0,2968.0
2020.0,6203.0,33.0,34.0,19.0,98.0,14.0,7022.0,5988.0,2123.0,3642.0,2951.0
2021.0,6203.0,33.0,34.0,19.0,99.0,14.0,6771.0,5824.0,1919.0,3730.0,2934.0
2022.0,6203.0,33.0,34.0,20.0,99.0,14.0,7218.0,6028.0,1917.0,3705.0,2941.0
2023.0,6203.0,33.0,34.0,20.0,99.0,14.0,6843.0,5759.0,1813.0,3583.0,2927.0
2011.0,6231.0,17.0,21.0,7.0,56.0,5.0,3031.0,2804.0,876.0,1831.0,1270.0
2012.0,6231.0,17.0,20.0,7.0,55.0,5.0,3027.0,2909.0,911.0,1811.0,1252.0
2013.0,6231.0,17.0,20.0,7.0,54.0,5.0,3029.0,2817.0,869.0,1790.0,1245.0
2014.0,6231.0,17.0,20.0,7.0,55.0,5.0,2983.0,2830.0,858.0,1831.0,1172.0
2015.0,6231.0,17.0,20.0,7.0,56.0,5.0,3076.0,2779.0,819.0,1867.0,1174.0
2016.0,6231.0,17.0,20.0,7.0,56.0,5.0,3081.0,2862.0,796.0,1786.0,1206.0
2017.0,6231.0,17.0,20.0,7.0,56.0,5.0,3140.0,2861.0,838.0,1763.0,1235.0
2018.0,6231.0,17.0,20.0,7.0,56.0,5.0,3217.0,2890.0,889.0,1723.0,1264.0
2019.0,6231.0,17.0,20.0,7.0,56.0,5.0,3273.0,2959.0,918.0,1700.0,1232.0
2020.0,6231.0,17.0,20.0,7.0,53.0,5.0,3351.0,2799.0,866.0,1658.0,1214.0
2021.0,6231.0,17.0,20.0,7.0,54.0,5.0,2976.0,2885.0,875.0,1622.0,1272.0
2022.0,6231.0,16.0,20.0,7.0,52.0,5.0,3196.0,2959.0,803.0,1661.0,1241.0
2023.0,6231.0,17.0,20.0,7.0,55.0,5.0,3388.0,2933.0,775.0,1624.0,1213.0
2011.0,6238.0,12.0,22.0,7.0,53.0,7.0,5193.0,4918.0,1399.0,2956.0,2475.0
2012.0,6238.0,12.0,22.0,6.0,52.0,7.0,5138.0,4890.0,1376.0,2983.0,2488.0
2013.0,6238.0,12.0,22.0,6.0,54.0,7.0,5166.0,4809.0,1352.0,2948.0,2477.0
2014.0,6238.0,12.0,22.0,6.0,54.0,7.0,5227.0,4953.0,1370.0,2937.0,2542.0
2015.0,6238.0,12.0,23.0,7.0,56.0,7.0,5630.0,5040.0,1395.0,2878.0,2501.0
2016.0,6238.0,12.0,23.0,7.0,56.0,7.0,5542.0,5065.0,1458.0,2888.0,2483.0
2017.0,6238.0,12.0,23.0,7.0,54.0,7.0,5845.0,5321.0,1491.0,2803.0,2506.0
2018.0,6238.0,12.0,22.0,7.0,55.0,7.0,7247.0,6483.0,1548.0,2773.0,2588.0
2019.0,6238.0,12.0,22.0,6.0,54.0,7.0,6569.0,6319.0,1559.0,2751.0,2469.0
2020.0,6238.0,12.0,22.0,6.0,52.0,7.0,5478.0,5298.0,1549.0,2765.0,2479.0
2021.0,6238.0,12.0,22.0,6.0,52.0,7.0,5685.0,5622.0,1498.0,2803.0,2492.0
2022.0,6238.0,12.0,22.0,7.0,52.0,7.0,5459.0,5337.0,1443.0,2882.0,2508.0
2023.0,6238.0,11.0,22.0,7.0,53.0,6.0,5308.0,5203.0,1398.0,2855.0,2493.0
2011.0,6245.0,16.0,18.0,15.0,64.0,10.0,9083.0,8372.0,2829.0,5239.0,3109.0
2012.0,6245.0,16.0,18.0,13.0,62.0,10.0,8978.0,8212.0,2823.0,5262.0,3406.0
2013.0,6245.0,17.0,18.0,13.0,64.0,11.0,8787.0,8541.0,2957.0,5262.0,3431.0
2014.0,6245.0,17.0,18.0,13.0,65.0,11.0,9060.0,8636.0,3047.0,5354.0,3406.0
2015.0,6245.0,17.0,18.0,13.0,66.0,11.0,10281.0,9759.0,3054.0,5401.0,3389.0
2016.0,6245.0,17.0,18.0,13.0,67.0,11.0,10047.0,9811.0,3031.0,5490.0,3410.0
2017.0,6245.0,17.0,18.0,13.0,65.0,11.0,10389.0,9825.0,3037.0,5610.0,3451.0
2018.0,6245.0,17.0,18.0,13.0,64.0,11.0,10644.0,9943.0,3152.0,5693.0,3676.0
2019.0,6245.0,17.0,18.0,13.0,66.0,11.0,10770.0,10425.0,3081.0,5813.0,3821.0
2020.0,6245.0,17.0,18.0,13.0,66.0,11.0,11376.0,10733.0,3003.0,5950.0,4075.0
2021.0,6245.0,17.0,18.0,13.0,65.0,11.0,10947.0,9958.0,2851.0,6029.0,4301.0
2022.0,6245.0,18.0,18.0,13.0,65.0,12.0,11469.0,10243.0,2854.0,5885.0,4394.0
2023.0,6245.0,18.0,18.0,13.0,65.0,12.0,11310.0,10459.0,2697.0,5779.0,4387.0
2011.0,6252.0,64.0,67.0,67.0,144.0,105.0,35534.0,35771.0,9152.0,28478.0,19936.0
2012.0,6252.0,68.0,68.0,67.0,144.0,112.0,35703.0,36153.0,9543.0,28796.0,20329.0
2013.0,6252.0,68.0,69.0,67.0,155.0,113.0,36647.0,36596.0,9538.0,29005.0,20998.0
2014.0,6252.0,71.0,71.0,65.0,151.0,116.0,37443.0,37205.0,10138.0,29355.0,20976.0
2015.0,6252.0,74.0,73.0,64.0,149.0,119.0,37446.0,37911.0,10089.0,29737.0,21050.0
2016.0,6252.0,77.0,73.0,67.0,148.0,125.0,38658.0,38545.0,10117.0,29847.0,21540.0
2017.0,6252.0,77.0,74.0,68.0,147.0,128.0,39554.0,39619.0,10490.0,30592.0,22012.0
2018.0,6252.0,79.0,74.0,70.0,148.0,130.0,40007.0,40232.0,11119.0,31243.0,22452.0
2019.0,6252.0,78.0,77.0,69.0,151.0,129.0,42882.0,41541.0,11236.0,31655.0,22962.0
2020.0,6252.0,78.0,75.0,70.0,146.0,127.0,42534.0,41784.0,10987.0,32033.0,23652.0
