anio,municipio_id,municipio_nombre,promocion_efectiva_primaria,promocion_efectiva_secundaria,repitencia_primaria,repitencia_secundaria,reinscripcion_primaria,reinscripcion_secundaria,abandono_interanual_primaria,abandono_interanual_secundaria,alumnos_promovidos_primaria,alumnos_promovidos_secundaria,alumnos_no_promovidos_primaria,alumnos_no_promovidos_secundaria,salidos_sin_pase_primaria,salidos_sin_pase_secundaria,salidos_con_pase_primaria,salidos_con_pase_secundaria,sobreedad_primaria,sobreedad_secundaria,sobreedad_avanzada_primaria,sobreedad_avanzada_secundaria
2014,06847,Tres Lomas,98.44,78.74,0.57,8.92,0.28,2.36,0.71,9.97,99.57,85.46,0.43,14.54,0.27,7.56,6.79,7.98,10.18,40.29,1.70,16.67
2015,06847,Tres Lomas,100.14,87.43,1.12,7.43,0.42,2.16,-1.68,2.97,98.87,87.91,1.13,12.09,0.26,4.70,7.59,6.68,8.66,33.65,0.98,15.81
2016,06847,Tres Lomas,97.41,82.86,3.13,8.70,0.27,2.47,-0.82,5.97,97.13,88.92,2.87,11.08,0.00,6.09,6.36,4.57,8.17,36.10,0.27,14.42
2017,06847,Tres Lomas,98.55,86.35,0.92,9.23,0.26,0.51,0.26,3.92,99.20,88.09,0.80,11.91,0.00,3.99,4.32,6.34,7.99,34.01,0.26,13.15
2018,06847,Tres Lomas,96.60,91.48,3.54,2.22,0.00,0.37,-0.14,5.93,98.64,92.48,1.36,7.52,0.13,4.46,5.87,3.87,5.17,33.83,0.41,16.17
2019,06847,Tres Lomas,96.47,92.96,2.17,3.46,0.00,1.98,1.36,1.60,99.18,95.57,0.82,4.43,0.00,1.09,5.75,4.10,5.71,32.72,0.41,12.72
2020,06847,Tres Lomas,100.39,98.51,0.00,0.00,0.13,0.00,-0.52,1.49,100.00,99.13,0.00,0.88,0.00,0.12,4.96,5.93,5.12,30.26,0.00,12.45
2021,06847,Tres Lomas,97.61,94.35,3.86,0.46,0.00,0.12,-1.46,5.07,98.94,97.75,1.06,2.25,0.00,0.56,0.91,0.62,5.05,27.10,0.00,9.23
2022,06847,Tres Lomas,98.26,95.75,1.34,1.38,0.00,0.69,0.40,2.18,98.93,93.79,1.07,6.21,0.00,0.79,3.71,3.95,4.83,17.22,0.13,4.59
2012,06854,25 de Mayo,96.58,78.99,3.04,9.76,0.05,0.85,0.33,10.40,97.99,79.94,2.01,20.06,0.10,3.71,4.49,5.80,9.85,30.57,1.98,12.10
2013,06854,25 de Mayo,97.10,80.91,2.60,10.07,0.03,0.96,0.27,8.07,98.50,83.85,1.50,16.15,0.21,2.74,3.73,4.03,9.53,24.70,1.62,10.36
2014,06854,25 de Mayo,95.53,84.49,2.79,5.84,0.14,0.37,1.55,9.29,98.91,85.03,1.09,14.97,0.05,1.84,4.74,4.71,8.20,28.58,1.66,10.79
2015,06854,25 de Mayo,97.05,84.48,2.55,6.80,0.11,0.59,0.28,8.12,98.16,84.36,1.84,15.64,0.16,1.35,4.46,3.82,7.04,21.37,1.35,7.48
2016,06854,25 de Mayo,95.92,82.43,3.82,10.45,0.06,0.79,0.20,6.33,97.80,82.19,2.20,17.81,0.05,0.86,4.93,3.28,6.01,20.11,1.15,6.38
2017,06854,25 de Mayo,94.52,84.21,4.66,9.39,0.03,1.90,0.79,4.50,97.40,82.78,2.60,17.22,0.00,1.19,5.16,3.27,6.28,19.41,1.19,7.33
2018,06854,25 de Mayo,93.51,87.77,5.33,7.94,0.26,0.77,0.91,3.51,97.25,83.61,2.75,16.36,0.08,1.19,4.23,3.85,7.91,20.39,1.11,7.25
2019,06854,25 de Mayo,94.60,91.44,4.09,7.41,0.00,1.07,1.31,0.08,98.68,87.76,1.32,12.24,0.00,1.03,3.98,2.57,6.82,21.40,0.97,8.62
2020,06854,25 de Mayo,99.60,97.63,0.54,0.21,0.00,0.16,-0.14,2.00,100.00,98.75,0.00,1.25,0.09,0.37,2.63,2.86,6.37,19.79,0.62,6.96
2021,06854,25 de Mayo,95.53,90.21,2.69,6.65,0.06,0.44,1.73,2.69,99.20,90.61,0.80,9.39,0.00,0.08,0.74,1.07,4.61,15.92,0.34,4.89
2022,06854,25 de Mayo,97.52,89.93,2.05,5.71,0.00,0.66,0.43,3.70,98.13,83.70,1.87,16.30,0.00,0.11,4.12,1.51,3.52,15.04,0.23,4.52
2012,06861,Vicente López,98.06,90.51,0.96,6.60,0.06,1.08,0.91,1.80,99.34,84.81,0.66,15.19,0.22,0.59,2.00,2.71,5.65,25.42,0.91,9.63
2013,06861,Vicente López,98.34,89.96,0.69,6.42,0.03,2.28,0.94,1.35,99.61,82.50,0.39,17.50,0.14,0.33,2.01,3.47,5.43,22.43,0.75,8.41
2014,06861,Vicente López,99.29,89.34,0.48,7.07,0.03,0.94,0.21,2.65,99.64,86.25,0.36,13.75,0.13,0.25,1.81,2.61,3.96,21.52,0.56,8.40
2015,06861,Vicente López,99.17,91.02,0.76,5.90,0.02,0.89,0.05,2.19,99.26,85.39,0.74,14.61,0.07,0.18,1.77,2.17,3.65,20.98,0.42,8.10
2016,06861,Vicente López,98.31,87.30,1.38,7.87,0.01,1.61,0.30,3.22,98.92,85.78,1.08,14.22,0.08,0.43,1.51,2.37,4.25,20.98,0.44,7.51
